sensor,time,pm_1,pm_25,pm_10,location
3,328093,17,30,37,in
3,329006,17,30,38,in
3,329847,17,30,38,in
3,330688,16,29,37,in
3,331600,16,29,38,in
3,332441,16,29,38,in
3,333283,16,29,38,in
3,334195,18,31,40,in
3,335036,18,31,40,in
3,335878,18,31,40,in
3,336790,17,31,40,in
3,337631,17,31,40,in
3,338472,17,31,40,in
3,339384,17,30,39,in
3,340225,17,30,39,in
3,341066,17,30,39,in
3,341979,17,30,39,in
3,342891,17,32,38,in
3,343802,17,31,38,in
3,344715,17,31,38,in
3,345626,16,29,33,in
3,346539,15,29,33,in
3,347450,14,27,30,in
3,348362,13,27,30,in
3,349274,14,28,30,in
3,350186,14,28,31,in
3,351097,14,26,29,in
3,352010,14,25,27,in
3,352922,15,26,28,in
3,353833,14,25,29,in
3,354746,15,26,31,in
3,355658,15,26,31,in
3,356500,15,26,31,in
3,357341,15,26,31,in
3,358253,17,30,35,in
3,359165,17,30,37,in
3,360078,18,30,38,in
3,360990,19,31,43,in
3,361903,19,32,44,in
3,362815,20,33,45,in
3,363727,20,33,45,in
3,364641,22,35,45,in
3,365553,21,35,45,in
3,366466,22,36,46,in
3,367378,21,35,47,in
3,368290,21,35,48,in
3,369203,22,36,49,in
3,370043,22,36,49,in
3,370885,22,36,49,in
3,371798,22,36,47,in
3,372639,22,36,47,in
3,373480,22,36,47,in
3,374392,22,35,47,in
3,375233,22,35,47,in
3,376075,22,35,47,in
3,376987,21,35,47,in
3,377828,21,35,47,in
3,378670,21,35,47,in
3,379582,21,35,45,in
3,380423,21,35,45,in
3,381264,21,35,45,in
3,382177,19,32,43,in
3,383017,19,32,43,in
3,383859,19,32,43,in
3,384771,19,32,42,in
3,385612,19,32,42,in
3,386453,19,32,42,in
3,387366,20,32,43,in
3,388279,20,33,40,in
3,389191,20,33,39,in
3,390104,20,33,39,in
3,391016,19,31,37,in
3,391928,19,32,39,in
3,392841,20,32,40,in
3,393753,21,34,42,in
3,394665,21,34,42,in
3,395578,21,35,45,in
3,396490,21,34,45,in
3,397403,20,34,44,in
3,398315,20,35,45,in
3,399227,20,34,44,in
3,400068,21,35,45,in
3,400980,22,36,45,in
3,401822,22,36,45,in
3,402663,22,36,45,in
3,403575,22,36,45,in
3,404417,22,36,45,in
3,405259,22,36,45,in
3,406170,20,35,44,in
3,407083,20,35,44,in
3,407995,20,35,46,in
3,408908,21,36,48,in
3,409820,20,35,46,in
3,410733,20,35,45,in
3,411645,21,35,45,in
3,412558,20,34,45,in
3,413470,20,34,46,in
3,414383,20,35,46,in
3,415295,20,35,48,in
3,416208,21,36,49,in
3,417121,20,36,49,in
3,417961,20,36,49,in
3,418803,20,36,49,in
3,419715,20,35,45,in
3,420627,20,35,45,in
3,421538,19,34,45,in
3,422451,18,32,42,in
3,423363,17,32,39,in
3,424274,17,31,39,in
3,425187,16,30,35,in
3,426098,15,28,33,in
3,427011,15,27,31,in
3,427922,14,25,29,in
3,428834,15,26,29,in
3,429747,15,27,31,in
3,430659,15,27,30,in
3,431500,15,27,30,in
3,432342,15,27,30,in
3,433253,15,26,29,in
3,434095,15,26,29,in
3,434935,15,26,29,in
3,435848,16,27,29,in
3,436688,16,27,29,in
3,437530,16,27,29,in
3,438441,16,27,29,in
3,439283,16,27,29,in
3,440124,16,27,29,in
3,441036,16,27,29,in
3,441948,16,28,30,in
3,442860,16,27,31,in
3,443772,17,29,34,in
3,444685,17,29,35,in
3,445597,17,29,34,in
3,446510,17,29,34,in
3,447421,17,30,35,in
3,448333,18,30,36,in
3,449246,18,30,36,in
3,450157,19,31,40,in
3,451069,18,30,39,in
3,451981,18,30,38,in
3,452823,18,30,38,in
3,453663,18,30,38,in
3,454576,17,30,36,in
3,455417,17,30,36,in
3,456258,17,30,36,in
3,457170,17,29,36,in
3,458012,17,29,36,in
3,458853,17,29,36,in
3,459765,17,29,36,in
3,460606,17,29,36,in
3,461448,17,29,36,in
3,462360,17,29,35,in
3,463201,17,29,35,in
3,464043,17,29,35,in
3,464955,18,30,37,in
3,465796,18,30,37,in
3,466637,18,30,37,in
3,467549,17,30,37,in
3,468390,17,30,37,in
3,469231,17,30,37,in
3,470144,17,29,36,in
3,470985,17,29,36,in
3,471826,17,29,36,in
3,472738,17,29,33,in
3,473580,17,29,33,in
3,474421,17,29,33,in
3,475333,17,29,33,in
3,476175,17,29,33,in
3,477016,16,28,32,in
3,477928,15,27,31,in
3,478769,15,27,31,in
3,479610,15,27,31,in
3,480522,15,26,30,in
3,481363,15,26,30,in
3,482204,15,26,30,in
3,483117,15,27,29,in
3,484028,14,26,28,in
3,484940,14,26,30,in
3,485853,14,25,33,in
3,486764,14,25,33,in
3,487676,14,25,33,in
3,488589,14,26,34,in
3,489501,14,27,35,in
3,490413,14,27,35,in
3,491325,16,28,38,in
3,492236,16,27,37,in
3,493149,16,29,40,in
3,494061,16,28,37,in
3,494902,16,28,37,in
3,495744,16,28,37,in
3,496655,15,28,34,in
3,497497,15,28,34,in
3,498337,15,28,34,in
3,499250,15,28,35,in
3,500091,15,28,35,in
3,500932,15,28,35,in
3,501844,15,27,34,in
3,502685,15,27,34,in
3,503527,15,27,34,in
3,504439,15,25,32,in
3,505280,15,25,32,in
3,506122,15,25,32,in
3,507033,15,27,35,in
3,507945,15,27,35,in
3,508858,15,27,34,in
3,509769,14,26,32,in
3,510682,13,24,28,in
3,511593,14,25,29,in
3,512505,14,24,28,in
3,513417,14,24,28,in
